# dx	dy
5.957981109619140625e+00 1.057182312011718750e+00
5.949861526489257812e+00 1.080612540245056152e+00
5.978014469146728516e+00 1.073244690895080566e+00
5.975799083709716797e+00 1.110594987869262695e+00
5.966555118560791016e+00 1.118015766143798828e+00
5.976594924926757812e+00 1.138768196105957031e+00
5.958767890930175781e+00 1.140190005302429199e+00
5.975425243377685547e+00 1.121195435523986816e+00
5.992185115814208984e+00 1.159261226654052734e+00
5.975634574890136719e+00 1.125908374786376953e+00
6.010412216186523438e+00 1.153553843498229980e+00
5.991135597229003906e+00 1.147058963775634766e+00
5.996028423309326172e+00 1.150837898254394531e+00
6.004206180572509766e+00 1.164522051811218262e+00
5.996120452880859375e+00 1.141235113143920898e+00
6.005325794219970703e+00 1.162961721420288086e+00
6.013466358184814453e+00 1.126839041709899902e+00
6.048059940338134766e+00 1.127111911773681641e+00
6.018222332000732422e+00 1.156916618347167969e+00
6.002233982086181641e+00 1.157126426696777344e+00
6.003804683685302734e+00 1.174592018127441406e+00
5.994799137115478516e+00 1.217381358146667480e+00
5.955629348754882812e+00 1.268809556961059570e+00
5.966992378234863281e+00 1.299236655235290527e+00
5.969178199768066406e+00 1.313820362091064453e+00
5.995464801788330078e+00 1.314887404441833496e+00
6.017440795898437500e+00 1.292990565299987793e+00
5.994690418243408203e+00 1.284093260765075684e+00
5.997703075408935547e+00 1.310560107231140137e+00
6.000298500061035156e+00 1.309658527374267578e+00
6.001627445220947266e+00 1.295852422714233398e+00
6.004684925079345703e+00 1.265711665153503418e+00
6.009654045104980469e+00 1.256240606307983398e+00
6.005250453948974609e+00 1.259272336959838867e+00
6.007455825805664062e+00 1.281104326248168945e+00
6.005585193634033203e+00 1.290843605995178223e+00
6.005197048187255859e+00 1.266579151153564453e+00
6.023988723754882812e+00 1.253153681755065918e+00
6.025188922882080078e+00 1.261223554611206055e+00
6.041106700897216797e+00 1.271756172180175781e+00
6.033492565155029297e+00 1.258122086524963379e+00
6.024796962738037109e+00 1.282020211219787598e+00
6.010356903076171875e+00 1.282162904739379883e+00
6.004132747650146484e+00 1.292597532272338867e+00
5.980291843414306641e+00 1.341193914413452148e+00
5.964091777801513672e+00 1.370988607406616211e+00
5.950830459594726562e+00 1.385527849197387695e+00
5.931172370910644531e+00 1.435207962989807129e+00
5.960998535156250000e+00 1.417838454246520996e+00
5.895450592041015625e+00 1.417496681213378906e+00
5.900541305541992188e+00 1.382197022438049316e+00
5.908567428588867188e+00 1.409723758697509766e+00
5.914652824401855469e+00 1.403294324874877930e+00
5.932072639465332031e+00 1.375825643539428711e+00
5.909716129302978516e+00 1.387542963027954102e+00
5.920037746429443359e+00 1.397743225097656250e+00
5.896266937255859375e+00 1.388756155967712402e+00
5.892924308776855469e+00 1.379055261611938477e+00
5.871262073516845703e+00 1.367322444915771484e+00
5.915816307067871094e+00 1.390805244445800781e+00
5.924638748168945312e+00 1.410066246986389160e+00
5.920021057128906250e+00 1.381705284118652344e+00
5.930826663970947266e+00 1.343344449996948242e+00
5.910715579986572266e+00 1.347356915473937988e+00
5.895806789398193359e+00 1.325651884078979492e+00
5.875359058380126953e+00 1.330194473266601562e+00
5.890889167785644531e+00 1.348631739616394043e+00
5.873948097229003906e+00 1.360220432281494141e+00
5.873735904693603516e+00 1.378895878791809082e+00
5.857433795928955078e+00 1.377472639083862305e+00
5.859893321990966797e+00 1.373894333839416504e+00
5.886670112609863281e+00 1.358447074890136719e+00
5.896109580993652344e+00 1.352315664291381836e+00
5.914226055145263672e+00 1.354031562805175781e+00
5.933001995086669922e+00 1.355728030204772949e+00
5.935183525085449219e+00 1.332559585571289062e+00
5.934834003448486328e+00 1.311420917510986328e+00
5.940248966217041016e+00 1.347416400909423828e+00
5.918627738952636719e+00 1.325856447219848633e+00
5.933039188385009766e+00 1.321962714195251465e+00
5.970417022705078125e+00 1.354066610336303711e+00
5.999904632568359375e+00 1.329461693763732910e+00
5.991731166839599609e+00 1.327329754829406738e+00
6.017084121704101562e+00 1.340633273124694824e+00
6.020051479339599609e+00 1.337212324142456055e+00
6.017579555511474609e+00 1.334927916526794434e+00
6.058604240417480469e+00 1.355887651443481445e+00
6.032545566558837891e+00 1.352430105209350586e+00
6.060795783996582031e+00 1.318989396095275879e+00
6.053380966186523438e+00 1.323745250701904297e+00
6.061950206756591797e+00 1.313127756118774414e+00
6.080434322357177734e+00 1.307637810707092285e+00
6.097204208374023438e+00 1.314438819885253906e+00
6.121687889099121094e+00 1.321194410324096680e+00
6.136434555053710938e+00 1.307839632034301758e+00
6.147736072540283203e+00 1.330746531486511230e+00
6.141323089599609375e+00 1.318200349807739258e+00
6.132463932037353516e+00 1.315698027610778809e+00
6.134844303131103516e+00 1.286482453346252441e+00
6.133232593536376953e+00 1.329771876335144043e+00
6.134580135345458984e+00 1.360866665840148926e+00
6.129967212677001953e+00 1.346071124076843262e+00
6.121312141418457031e+00 1.343673825263977051e+00
6.130428791046142578e+00 1.351816654205322266e+00
6.149645805358886719e+00 1.357976436614990234e+00
6.125438690185546875e+00 1.384309768676757812e+00
6.131163597106933594e+00 1.375706076622009277e+00
6.137962818145751953e+00 1.349607110023498535e+00
6.133333683013916016e+00 1.327424407005310059e+00
6.114721298217773438e+00 1.333190679550170898e+00
6.132162570953369141e+00 1.332780599594116211e+00
6.148165225982666016e+00 1.333562850952148438e+00
6.166542530059814453e+00 1.327623486518859863e+00
6.204775333404541016e+00 1.329914093017578125e+00
6.232665538787841797e+00 1.331133365631103516e+00
6.222192764282226562e+00 1.317201733589172363e+00
6.238821029663085938e+00 1.321074604988098145e+00
6.247829914093017578e+00 1.329736113548278809e+00
6.229076862335205078e+00 1.346246361732482910e+00
6.215684890747070312e+00 1.350684046745300293e+00
6.210879802703857422e+00 1.359157681465148926e+00
6.223940372467041016e+00 1.381830811500549316e+00
6.220126628875732422e+00 1.360732793807983398e+00
6.217624664306640625e+00 1.389567375183105469e+00
6.243222713470458984e+00 1.363489508628845215e+00
6.236096858978271484e+00 1.398071169853210449e+00
6.233935356140136719e+00 1.403363227844238281e+00
6.249082565307617188e+00 1.378997564315795898e+00
6.244759559631347656e+00 1.397095203399658203e+00
6.231971740722656250e+00 1.374380946159362793e+00
6.199700832366943359e+00 1.424021005630493164e+00
6.197643756866455078e+00 1.424664378166198730e+00
6.197765350341796875e+00 1.430440306663513184e+00
6.229877471923828125e+00 1.437558174133300781e+00
6.231244564056396484e+00 1.416887283325195312e+00
6.266487598419189453e+00 1.430524587631225586e+00
6.228544235229492188e+00 1.445554852485656738e+00
6.223284244537353516e+00 1.424144744873046875e+00
6.234451293945312500e+00 1.439976572990417480e+00
6.222697734832763672e+00 1.430588722229003906e+00
6.236615180969238281e+00 1.454979062080383301e+00
6.211742877960205078e+00 1.480520844459533691e+00
6.223401069641113281e+00 1.478624701499938965e+00
6.204391479492187500e+00 1.481005430221557617e+00
6.224185466766357422e+00 1.458894252777099609e+00
6.234626770019531250e+00 1.389030933380126953e+00
6.235640525817871094e+00 1.434235453605651855e+00
6.253113269805908203e+00 1.411899209022521973e+00
6.265069961547851562e+00 1.421552181243896484e+00
6.244939327239990234e+00 1.423355221748352051e+00
6.259022712707519531e+00 1.381144046783447266e+00
6.271062850952148438e+00 1.370733976364135742e+00
6.287230491638183594e+00 1.375218152999877930e+00
6.305802822113037109e+00 1.376368045806884766e+00
6.329571723937988281e+00 1.375459074974060059e+00
6.350932598114013672e+00 1.390532016754150391e+00
6.272873878479003906e+00 1.395283699035644531e+00
6.295411586761474609e+00 1.383558273315429688e+00
6.315604686737060547e+00 1.381895542144775391e+00
6.324502468109130859e+00 1.408471941947937012e+00
6.333444595336914062e+00 1.386914014816284180e+00
6.336237430572509766e+00 1.394140481948852539e+00
6.316227912902832031e+00 1.387799024581909180e+00
6.341361999511718750e+00 1.349992156028747559e+00
6.349513053894042969e+00 1.336539626121520996e+00
6.375251770019531250e+00 1.335475444793701172e+00
6.394973278045654297e+00 1.309133172035217285e+00
6.401502609252929688e+00 1.314085364341735840e+00
6.407446384429931641e+00 1.321553468704223633e+00
6.418472766876220703e+00 1.330201745033264160e+00
6.394357204437255859e+00 1.343976497650146484e+00
6.401721954345703125e+00 1.320887446403503418e+00
6.342243671417236328e+00 1.306737303733825684e+00
6.355107307434082031e+00 1.305818796157836914e+00
6.383600711822509766e+00 1.276417016983032227e+00
6.404340267181396484e+00 1.318043828010559082e+00
6.419990539550781250e+00 1.303878784179687500e+00
6.440535545349121094e+00 1.310039758682250977e+00
6.439405441284179688e+00 1.354315042495727539e+00
6.433452129364013672e+00 1.347315073013305664e+00
6.416378498077392578e+00 1.342271566390991211e+00
6.398182392120361328e+00 1.355132937431335449e+00
6.420976161956787109e+00 1.364991664886474609e+00
6.419944763183593750e+00 1.380311131477355957e+00
6.383443832397460938e+00 1.412895441055297852e+00
6.361058712005615234e+00 1.425422310829162598e+00
6.338212966918945312e+00 1.467283368110656738e+00
6.359993934631347656e+00 1.494843840599060059e+00
6.369641780853271484e+00 1.496529459953308105e+00
6.376453876495361328e+00 1.538940668106079102e+00
6.360450267791748047e+00 1.528881788253784180e+00
6.370471954345703125e+00 1.508226037025451660e+00
6.347322463989257812e+00 1.545852303504943848e+00
6.372266769409179688e+00 1.518555521965026855e+00
6.380278110504150391e+00 1.512282967567443848e+00
6.402924537658691406e+00 1.515456199645996094e+00
6.433875560760498047e+00 1.501597166061401367e+00
6.419666290283203125e+00 1.499621987342834473e+00
6.420475482940673828e+00 1.495726585388183594e+00
6.445858001708984375e+00 1.503454089164733887e+00
6.422018527984619141e+00 1.450973987579345703e+00
6.440010547637939453e+00 1.481619238853454590e+00
6.432181358337402344e+00 1.458455562591552734e+00
6.440584182739257812e+00 1.502818703651428223e+00
6.434700965881347656e+00 1.506495356559753418e+00
6.431485652923583984e+00 1.533118724822998047e+00
6.427648544311523438e+00 1.547665834426879883e+00
6.416339874267578125e+00 1.542381167411804199e+00
6.418383121490478516e+00 1.530899047851562500e+00
6.420396804809570312e+00 1.530548214912414551e+00
6.434722423553466797e+00 1.551365852355957031e+00
6.410947322845458984e+00 1.550119996070861816e+00
6.385381698608398438e+00 1.556732296943664551e+00
6.339783668518066406e+00 1.571386098861694336e+00
6.354871749877929688e+00 1.582896828651428223e+00
6.327547073364257812e+00 1.617717742919921875e+00
6.330913066864013672e+00 1.641023993492126465e+00
6.341001510620117188e+00 1.638881683349609375e+00
6.317446708679199219e+00 1.626289010047912598e+00
6.336780548095703125e+00 1.630404114723205566e+00
6.334765434265136719e+00 1.611337661743164062e+00
6.368114948272705078e+00 1.596710085868835449e+00
6.385191917419433594e+00 1.589348077774047852e+00
6.368875026702880859e+00 1.615972280502319336e+00
6.319202899932861328e+00 1.614525318145751953e+00
6.336410999298095703e+00 1.599199652671813965e+00
6.338985919952392578e+00 1.617535710334777832e+00
6.338416576385498047e+00 1.612081289291381836e+00
6.370328903198242188e+00 1.608834743499755859e+00
6.346346378326416016e+00 1.654912948608398438e+00
6.363296985626220703e+00 1.650236606597900391e+00
6.350900650024414062e+00 1.661224842071533203e+00
6.362396240234375000e+00 1.670346140861511230e+00
6.367722511291503906e+00 1.695293903350830078e+00
6.364170074462890625e+00 1.648993253707885742e+00
6.358196735382080078e+00 1.679633617401123047e+00
6.356997013092041016e+00 1.684116125106811523e+00
6.344671249389648438e+00 1.695418000221252441e+00
6.345776557922363281e+00 1.687223196029663086e+00
6.356554031372070312e+00 1.701062917709350586e+00
6.359439849853515625e+00 1.697810292243957520e+00
6.319715976715087891e+00 1.718130588531494141e+00
6.305949211120605469e+00 1.726987004280090332e+00
6.309604644775390625e+00 1.744401931762695312e+00
6.324414730072021484e+00 1.738244891166687012e+00
6.330745220184326172e+00 1.745233654975891113e+00
6.340427875518798828e+00 1.746805429458618164e+00
6.343289852142333984e+00 1.758801698684692383e+00
6.341397285461425781e+00 1.738774061203002930e+00
6.338835716247558594e+00 1.752884864807128906e+00
6.313272476196289062e+00 1.755522370338439941e+00
6.315741539001464844e+00 1.754043340682983398e+00
6.287983894348144531e+00 1.774372100830078125e+00
6.293788909912109375e+00 1.752618432044982910e+00
6.278209686279296875e+00 1.771547555923461914e+00
6.274499893188476562e+00 1.781912326812744141e+00
6.272709846496582031e+00 1.796743392944335938e+00
6.279110431671142578e+00 1.811738967895507812e+00
6.275940418243408203e+00 1.800400257110595703e+00
6.281758785247802734e+00 1.817195415496826172e+00
6.307953357696533203e+00 1.832443714141845703e+00
6.318016529083251953e+00 1.835944175720214844e+00
6.329644680023193359e+00 1.847553610801696777e+00
6.309561729431152344e+00 1.868507027626037598e+00
6.336170196533203125e+00 1.854447245597839355e+00
6.339636325836181641e+00 1.836523413658142090e+00
6.337896823883056641e+00 1.840180873870849609e+00
6.354212284088134766e+00 1.841587305068969727e+00
6.360724925994873047e+00 1.845970392227172852e+00
6.372049808502197266e+00 1.837997555732727051e+00
6.353296279907226562e+00 1.854829430580139160e+00
6.360084056854248047e+00 1.846885919570922852e+00
6.374111652374267578e+00 1.811860680580139160e+00
6.399202346801757812e+00 1.837888956069946289e+00
6.361153602600097656e+00 1.844043850898742676e+00
6.344377517700195312e+00 1.839403510093688965e+00
6.300711154937744141e+00 1.847396135330200195e+00
6.295733451843261719e+00 1.858717679977416992e+00
6.274511814117431641e+00 1.874138355255126953e+00
6.279967784881591797e+00 1.861379146575927734e+00
6.284337043762207031e+00 1.870753765106201172e+00
6.273590564727783203e+00 1.865401268005371094e+00
6.263529777526855469e+00 1.893899798393249512e+00
6.294622421264648438e+00 1.883847951889038086e+00
6.296559810638427734e+00 1.906157255172729492e+00
6.266511917114257812e+00 1.903076648712158203e+00
6.268971443176269531e+00 1.860535144805908203e+00
6.257992744445800781e+00 1.850045204162597656e+00
6.279386997222900391e+00 1.814937114715576172e+00
6.291435241699218750e+00 1.798827290534973145e+00
6.274143695831298828e+00 1.815491676330566406e+00
6.281053543090820312e+00 1.807411551475524902e+00
6.265649795532226562e+00 1.779459118843078613e+00
6.287146568298339844e+00 1.783932924270629883e+00
6.265691280364990234e+00 1.805690765380859375e+00
6.299310207366943359e+00 1.819674015045166016e+00
6.307391643524169922e+00 1.792982101440429688e+00
6.298718929290771484e+00 1.797458648681640625e+00
6.273684024810791016e+00 1.789985895156860352e+00
6.305433273315429688e+00 1.819026589393615723e+00
6.288910865783691406e+00 1.799118757247924805e+00
6.304453849792480469e+00 1.818567633628845215e+00
6.329697608947753906e+00 1.806753635406494141e+00
6.328581809997558594e+00 1.816347718238830566e+00
6.337076187133789062e+00 1.789297819137573242e+00
6.371357917785644531e+00 1.826252102851867676e+00
6.387889862060546875e+00 1.797919631004333496e+00
6.376214027404785156e+00 1.824751973152160645e+00
6.371452808380126953e+00 1.807566404342651367e+00
6.421559810638427734e+00 1.780581355094909668e+00
6.418562412261962891e+00 1.791223645210266113e+00
6.420935630798339844e+00 1.809451103210449219e+00
6.454202651977539062e+00 1.801858663558959961e+00
6.475481033325195312e+00 1.820501804351806641e+00
6.458704948425292969e+00 1.807592749595642090e+00
6.491457462310791016e+00 1.798468708992004395e+00
6.467003345489501953e+00 1.775859475135803223e+00
6.481803894042968750e+00 1.782134413719177246e+00
6.503449440002441406e+00 1.766888499259948730e+00
6.498033046722412109e+00 1.769409060478210449e+00
6.506516933441162109e+00 1.784394264221191406e+00
6.503186702728271484e+00 1.791553974151611328e+00
6.521862983703613281e+00 1.835573792457580566e+00
6.506797790527343750e+00 1.846363663673400879e+00
6.509881496429443359e+00 1.830497741699218750e+00
6.497101306915283203e+00 1.881961703300476074e+00
6.483226776123046875e+00 1.908331036567687988e+00
6.491511821746826172e+00 1.852412581443786621e+00
6.484052658081054688e+00 1.852118015289306641e+00
6.450240612030029297e+00 1.855217218399047852e+00
6.455191612243652344e+00 1.837339520454406738e+00
6.457930564880371094e+00 1.828801631927490234e+00
6.431881427764892578e+00 1.819953560829162598e+00
6.426832675933837891e+00 1.851356148719787598e+00
6.434548377990722656e+00 1.888629674911499023e+00
6.450090885162353516e+00 1.913160443305969238e+00
6.430222988128662109e+00 1.925108075141906738e+00
6.436624050140380859e+00 1.889887332916259766e+00
6.444912910461425781e+00 1.897162556648254395e+00
6.449467182159423828e+00 1.917296648025512695e+00
6.468255519866943359e+00 1.918810844421386719e+00
6.509969234466552734e+00 1.913126945495605469e+00
6.485480785369873047e+00 1.922809481620788574e+00
6.527475357055664062e+00 1.932733297348022461e+00
6.513080120086669922e+00 1.923393487930297852e+00
6.551447391510009766e+00 1.884649157524108887e+00
6.543808937072753906e+00 1.881001114845275879e+00
6.549275875091552734e+00 1.886543631553649902e+00
6.556359291076660156e+00 1.889555931091308594e+00
6.560509681701660156e+00 1.881957769393920898e+00
6.555056571960449219e+00 1.897094726562500000e+00
6.542395114898681641e+00 1.891232252120971680e+00
6.555805683135986328e+00 1.885809063911437988e+00
6.555057048797607422e+00 1.892068266868591309e+00
6.560960292816162109e+00 1.905962467193603516e+00
6.577555179595947266e+00 1.922484636306762695e+00
6.565767288208007812e+00 1.929823517799377441e+00
6.551613330841064453e+00 1.943132042884826660e+00
6.552505493164062500e+00 1.960796117782592773e+00
6.553278923034667969e+00 1.940812230110168457e+00
6.562899112701416016e+00 1.927234888076782227e+00
6.583416461944580078e+00 1.935562729835510254e+00
6.563883304595947266e+00 1.934997797012329102e+00
6.600663661956787109e+00 1.953736066818237305e+00
6.593962669372558594e+00 1.962077975273132324e+00
6.620768070220947266e+00 1.939154863357543945e+00
6.602821350097656250e+00 1.952153444290161133e+00
6.599478721618652344e+00 1.938388943672180176e+00
6.614652633666992188e+00 1.946280717849731445e+00
6.638183116912841797e+00 1.954837083816528320e+00
6.624947547912597656e+00 1.960395336151123047e+00
6.653003692626953125e+00 1.968960523605346680e+00
6.642094135284423828e+00 1.959375977516174316e+00
6.654088973999023438e+00 1.962692499160766602e+00
6.655465126037597656e+00 1.978616356849670410e+00
6.697482109069824219e+00 1.955748677253723145e+00
6.675119876861572266e+00 1.925405025482177734e+00
6.681007862091064453e+00 1.950707674026489258e+00
6.709432601928710938e+00 1.954367160797119141e+00
6.702070236206054688e+00 1.977003693580627441e+00
6.694356918334960938e+00 1.986692667007446289e+00
6.685771465301513672e+00 1.988892197608947754e+00
6.677180767059326172e+00 2.026644229888916016e+00
6.682646751403808594e+00 2.032040834426879883e+00
6.665271759033203125e+00 2.027382850646972656e+00
6.694827556610107422e+00 2.036042451858520508e+00
6.677633285522460938e+00 2.055476188659667969e+00
6.682758808135986328e+00 2.042308807373046875e+00
6.684022426605224609e+00 2.055313110351562500e+00
6.674320220947265625e+00 2.071120738983154297e+00
6.688359260559082031e+00 2.064344406127929688e+00
6.702038764953613281e+00 2.086713314056396484e+00
6.663273334503173828e+00 2.072772026062011719e+00
6.670203208923339844e+00 2.084158897399902344e+00
6.647563934326171875e+00 2.068926811218261719e+00
6.664874553680419922e+00 2.038600921630859375e+00
6.679150581359863281e+00 2.007218599319458008e+00
6.661569118499755859e+00 2.008699655532836914e+00
6.668266296386718750e+00 1.976688265800476074e+00
6.687097549438476562e+00 1.995995044708251953e+00
6.689883232116699219e+00 1.993529677391052246e+00
6.702575683593750000e+00 1.978521823883056641e+00
6.675169944763183594e+00 1.909605503082275391e+00
6.678835868835449219e+00 1.905268073081970215e+00
6.700626850128173828e+00 1.883257150650024414e+00
6.699841499328613281e+00 1.912123203277587891e+00
6.711316108703613281e+00 1.934267520904541016e+00
6.696434497833251953e+00 1.943058848381042480e+00
6.700292587280273438e+00 1.895559549331665039e+00
6.702685832977294922e+00 1.915562391281127930e+00
6.693762779235839844e+00 1.903996467590332031e+00
6.678142547607421875e+00 1.917987465858459473e+00
6.703513622283935547e+00 1.945279121398925781e+00
6.714563846588134766e+00 1.967773556709289551e+00
6.722003459930419922e+00 1.929843187332153320e+00
6.732313156127929688e+00 1.935212016105651855e+00
6.728046894073486328e+00 1.954246640205383301e+00
6.723247528076171875e+00 1.945200920104980469e+00
6.735268115997314453e+00 1.922127485275268555e+00
6.733748912811279297e+00 1.920429468154907227e+00
6.761127948760986328e+00 1.927481055259704590e+00
6.739822864532470703e+00 1.924663066864013672e+00
6.752821445465087891e+00 1.939871907234191895e+00
6.751282691955566406e+00 1.921742200851440430e+00
6.736832618713378906e+00 1.920081615447998047e+00
6.744542598724365234e+00 1.940725445747375488e+00
6.716046333312988281e+00 1.945542216300964355e+00
6.715155124664306641e+00 1.966283798217773438e+00
6.699603080749511719e+00 1.967849373817443848e+00
6.723813533782958984e+00 1.991708278656005859e+00
6.736701488494873047e+00 1.988815665245056152e+00
6.721761703491210938e+00 1.943703055381774902e+00
6.746037483215332031e+00 1.930814504623413086e+00
6.736039638519287109e+00 1.953674554824829102e+00
6.716502189636230469e+00 1.967965960502624512e+00
6.714220523834228516e+00 1.962968230247497559e+00
6.720479011535644531e+00 1.966652750968933105e+00
6.718507766723632812e+00 1.999012827873229980e+00
6.710445404052734375e+00 1.979965448379516602e+00
6.684614181518554688e+00 1.979747772216796875e+00
6.647932529449462891e+00 2.019532680511474609e+00
6.608554840087890625e+00 2.005221366882324219e+00
6.610023021697998047e+00 2.037978172302246094e+00
6.612389564514160156e+00 2.043641805648803711e+00
6.607705116271972656e+00 2.050899028778076172e+00
6.600329399108886719e+00 2.052697658538818359e+00
6.601707458496093750e+00 2.068705320358276367e+00
6.571166992187500000e+00 2.099042415618896484e+00
6.588594436645507812e+00 2.110409736633300781e+00
6.607970237731933594e+00 2.115729808807373047e+00
6.596561908721923828e+00 2.125000238418579102e+00
6.595266819000244141e+00 2.110348224639892578e+00
6.589300155639648438e+00 2.116890907287597656e+00
6.597696304321289062e+00 2.132726669311523438e+00
6.619240760803222656e+00 2.107124328613281250e+00
6.613563537597656250e+00 2.113127708435058594e+00
6.594106674194335938e+00 2.116513490676879883e+00
6.592563629150390625e+00 2.137183427810668945e+00
6.607086658477783203e+00 2.159669399261474609e+00
6.620121479034423828e+00 2.167276382446289062e+00
6.633778095245361328e+00 2.158612966537475586e+00
6.642017364501953125e+00 2.165684938430786133e+00
6.593110084533691406e+00 2.182544469833374023e+00
6.594935894012451172e+00 2.223109006881713867e+00
6.598785400390625000e+00 2.243266105651855469e+00
6.559042930603027344e+00 2.233482599258422852e+00
6.548551082611083984e+00 2.250422716140747070e+00
6.529010295867919922e+00 2.258824825286865234e+00
6.544165134429931641e+00 2.259215354919433594e+00
6.547910690307617188e+00 2.257408618927001953e+00
6.539479732513427734e+00 2.253000020980834961e+00
6.515631198883056641e+00 2.263661384582519531e+00
6.527108669281005859e+00 2.244067192077636719e+00
6.515675544738769531e+00 2.236510515213012695e+00
6.504917144775390625e+00 2.234111785888671875e+00
6.476138114929199219e+00 2.219028472900390625e+00
6.497122764587402344e+00 2.213539600372314453e+00
6.486242771148681641e+00 2.236153125762939453e+00
6.502609729766845703e+00 2.237325668334960938e+00
6.513492584228515625e+00 2.219324588775634766e+00
6.506756305694580078e+00 2.233952999114990234e+00
6.504576683044433594e+00 2.229042053222656250e+00
6.498730659484863281e+00 2.217171430587768555e+00
6.512094020843505859e+00 2.218177556991577148e+00
6.552042007446289062e+00 2.199818849563598633e+00
6.561373233795166016e+00 2.191030025482177734e+00
6.571039676666259766e+00 2.154231071472167969e+00
6.611096858978271484e+00 2.192998886108398438e+00
6.605023384094238281e+00 2.166640758514404297e+00
6.595705509185791016e+00 2.139636516571044922e+00
6.588936328887939453e+00 2.138424873352050781e+00
6.569058418273925781e+00 2.145820617675781250e+00
6.582614898681640625e+00 2.149667978286743164e+00
6.525345802307128906e+00 2.150699138641357422e+00
6.575551033020019531e+00 2.160640239715576172e+00
6.580920696258544922e+00 2.178266286849975586e+00
6.563179016113281250e+00 2.195233583450317383e+00
6.547363281250000000e+00 2.197469949722290039e+00
6.529504776000976562e+00 2.254010200500488281e+00
6.508952617645263672e+00 2.213142633438110352e+00
6.493628025054931641e+00 2.193870306015014648e+00
6.492949962615966797e+00 2.178699254989624023e+00
6.480231761932373047e+00 2.174355983734130859e+00
6.471737384796142578e+00 2.169168949127197266e+00
6.489485263824462891e+00 2.145654439926147461e+00
6.517794609069824219e+00 2.141160488128662109e+00
6.528088092803955078e+00 2.101399183273315430e+00
6.537994384765625000e+00 2.077428579330444336e+00
6.509376525878906250e+00 2.114308118820190430e+00
6.512119770050048828e+00 2.124001979827880859e+00
6.534882068634033203e+00 2.138278484344482422e+00
6.510221481323242188e+00 2.120696306228637695e+00
6.513445854187011719e+00 2.115069150924682617e+00
6.522389888763427734e+00 2.081524848937988281e+00
6.514820098876953125e+00 2.070168256759643555e+00
6.511407375335693359e+00 2.060222387313842773e+00
6.496902465820312500e+00 2.075990676879882812e+00
6.477792263031005859e+00 2.040634155273437500e+00
6.468182563781738281e+00 2.026237487792968750e+00
6.493715763092041016e+00 2.033343791961669922e+00
6.534412384033203125e+00 2.010845184326171875e+00
6.560138702392578125e+00 1.993125438690185547e+00
6.546874046325683594e+00 1.974065542221069336e+00
6.576395988464355469e+00 1.972905397415161133e+00
6.551084518432617188e+00 1.984573483467102051e+00
6.562170028686523438e+00 1.995966672897338867e+00
6.600324153900146484e+00 2.019620180130004883e+00
6.616167545318603516e+00 2.021130800247192383e+00
6.636503219604492188e+00 2.044840097427368164e+00
6.648480892181396484e+00 2.027553558349609375e+00
6.647532463073730469e+00 2.012187242507934570e+00
6.684061050415039062e+00 1.980546116828918457e+00
6.676686286926269531e+00 1.961505651473999023e+00
6.665339469909667969e+00 1.950613737106323242e+00
6.626998424530029297e+00 1.976997017860412598e+00
6.632740497589111328e+00 1.993809938430786133e+00
6.605318069458007812e+00 1.998968839645385742e+00
6.626463890075683594e+00 2.000603199005126953e+00
6.653295516967773438e+00 1.978586673736572266e+00
6.672346115112304688e+00 1.966784000396728516e+00
6.645210266113281250e+00 1.935792565345764160e+00
6.666297435760498047e+00 1.946001172065734863e+00
6.664056301116943359e+00 1.971532583236694336e+00
6.673314094543457031e+00 1.968144536018371582e+00
6.657286167144775391e+00 1.959664940834045410e+00
6.628706932067871094e+00 1.946424603462219238e+00
6.646285057067871094e+00 1.945411801338195801e+00
6.632767677307128906e+00 1.929074406623840332e+00
6.656544685363769531e+00 1.930584549903869629e+00
6.679657936096191406e+00 1.963110327720642090e+00
6.687397480010986328e+00 1.898886919021606445e+00
6.696494102478027344e+00 1.860496044158935547e+00
6.706558227539062500e+00 1.848358392715454102e+00
6.700882911682128906e+00 1.814093112945556641e+00
6.716307640075683594e+00 1.815911889076232910e+00
6.726186275482177734e+00 1.834717750549316406e+00
6.751888751983642578e+00 1.871350169181823730e+00
6.761033535003662109e+00 1.868671059608459473e+00
6.791179656982421875e+00 1.855271697044372559e+00
6.815955162048339844e+00 1.834671854972839355e+00
6.804455757141113281e+00 1.862719655036926270e+00
6.822827816009521484e+00 1.852363109588623047e+00
6.790674209594726562e+00 1.844157576560974121e+00
6.796912670135498047e+00 1.815935611724853516e+00
6.816137313842773438e+00 1.804375767707824707e+00
6.779302597045898438e+00 1.787150263786315918e+00
6.757038593292236328e+00 1.812202334403991699e+00
6.781514167785644531e+00 1.812742829322814941e+00
6.770455360412597656e+00 1.813159584999084473e+00
6.790739536285400391e+00 1.829676389694213867e+00
6.770753860473632812e+00 1.857595682144165039e+00
6.784667015075683594e+00 1.896866917610168457e+00
6.807337284088134766e+00 1.890380978584289551e+00
6.842023372650146484e+00 1.861486554145812988e+00
6.838209152221679688e+00 1.820876836776733398e+00
6.857342720031738281e+00 1.771165847778320312e+00
6.905850887298583984e+00 1.755206346511840820e+00
6.895001888275146484e+00 1.733284592628479004e+00
6.878292560577392578e+00 1.722962975502014160e+00
6.919385910034179688e+00 1.758766531944274902e+00
6.916255474090576172e+00 1.731995105743408203e+00
6.934458255767822266e+00 1.728498578071594238e+00
6.943527221679687500e+00 1.707671046257019043e+00
